,location,total_sqft,bath,price,bhk
630,Hegde Nagar,1050.0,1.0,56.0,2.0
631,Jalahalli,2250.0,3.0,160.0,3.0
632,Bellandur,1000.0,2.0,50.0,2.0
633,other,469.0,1.0,25.0,1.0
634,Marathahalli,3800.0,4.0,250.0,4.0
635,Kambipura,883.0,2.0,29.0,2.0
636,GM Palaya,1820.0,2.0,86.0,3.0
637,Singasandra,1440.0,2.0,65.0,3.0
638,other,3600.0,4.0,160.0,6.0
640,Mahadevpura,1225.0,2.0,48.0,2.0
642,Chikkalasandra,875.0,2.0,52.8,2.0
643,Jalahalli East,750.0,1.0,40.0,1.0
644,6th Phase JP Nagar,1180.0,2.0,80.0,2.0
645,Haralur Road,1194.0,2.0,47.0,2.0
646,Hennur Road,1500.0,2.0,62.0,3.0
647,other,1160.0,2.0,52.2,2.0
650,Sarjapur,1128.0,2.0,60.0,2.0
651,Hebbal,1500.0,3.0,150.0,3.0
652,other,1220.0,2.0,35.23,3.0
653,Sarjapur  Road,1210.0,2.0,58.0,2.0
654,Kanakpura Road,1100.0,2.0,58.0,3.0
655,Bommasandra,1200.0,3.0,46.0,3.0
656,Haralur Road,3385.0,5.0,260.0,4.0
657,other,1641.0,3.0,66.0,3.0
658,Horamavu Agara,1200.0,2.0,45.0,2.0
659,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2.0
660,Mahadevpura,1720.0,3.0,78.0,3.0
661,Yelahanka,1132.5,2.0,48.13,2.0
662,Yelahanka,1210.0,2.0,45.98,2.0
663,Indira Nagar,2200.0,4.0,200.0,4.0
664,Bisuvanahalli,1075.0,2.0,45.0,3.0
665,Thanisandra,1702.0,3.0,130.0,3.0
667,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2.0
668,other,2072.0,3.0,108.0,3.0
669,JP Nagar,5520.0,2.0,375.0,5.0
670,other,1200.0,2.0,70.0,3.0
671,other,1350.0,3.0,77.0,3.0
673,other,1180.0,2.0,78.34,3.0
676,other,600.0,1.0,50.0,1.0
678,Bannerghatta Road,1640.0,2.0,120.0,3.0
680,Kodichikkanahalli,1190.0,2.0,57.0,3.0
682,Marathahalli,1019.0,2.0,49.85,2.0
683,other,1875.0,3.0,165.0,3.0
684,Akshaya Nagar,1250.0,3.0,40.0,3.0
686,Whitefield,1140.0,2.0,56.0,2.0
687,Lingadheeranahalli,1683.0,3.0,109.0,3.0
688,Kaggadasapura,1515.0,3.0,83.3,3.0
689,Hoodi,2118.0,4.0,111.0,4.0
690,Bannerghatta Road,1380.0,3.0,58.0,4.0
691,Varthur Road,1083.0,2.0,61.75,2.0
693,other,2300.0,3.0,120.0,3.0
694,other,1240.0,2.0,60.0,2.0
695,other,1750.0,3.0,120.0,3.0
696,other,1230.0,2.0,43.48,2.0
697,Anjanapura,1500.0,3.0,139.0,3.0
698,Abbigere,985.0,2.0,40.39,2.0
699,Tindlu,1500.0,2.0,87.0,3.0
700,Electronic City,1125.0,2.0,32.49,2.0
701,other,950.0,2.0,44.0,2.0
702,JP Nagar,5600.0,2.0,548.5,5.0
703,Kothanur,1580.0,3.0,76.0,3.0
704,other,1092.0,2.0,98.5,3.0
705,Electronic City Phase II,1090.0,2.0,28.34,2.0
706,Hennur Road,2264.0,3.0,159.0,3.0
707,Dommasandra,1033.0,2.0,25.53,3.0
708,Kammasandra,810.0,2.0,24.5,2.0
709,other,1045.0,2.0,45.0,2.0
710,Hebbal,1337.0,2.0,82.0,2.0
711,Chandapura,1200.0,2.0,32.0,2.0
712,Koramangala,1580.0,3.0,160.0,3.0
713,Begur Road,1500.0,2.0,54.0,3.0
714,Whitefield,1640.0,4.0,91.0,3.0
715,other,1570.0,3.0,62.0,3.0
716,Gubbalala,1470.0,2.0,82.0,3.0
717,Kengeri,1160.0,2.0,40.61,2.0
718,7th Phase JP Nagar,1050.0,2.0,71.0,2.0
720,Bannerghatta Road,1460.0,2.0,90.0,3.0
721,Hulimavu,1823.0,3.0,100.0,3.0
722,Electronic City,1094.0,2.0,42.0,2.0
723,Budigere,1153.0,2.0,57.0,2.0
724,other,1325.0,3.0,57.0,3.0
725,Parappana Agrahara,1200.0,3.0,85.0,4.0
726,Jakkur,1590.0,2.0,125.0,3.0
729,other,1202.0,2.0,48.0,2.0
730,Haralur Road,1202.0,2.0,53.0,2.0
731,other,1200.0,2.0,62.5,2.0
732,Panathur,1688.0,3.0,118.0,3.0
733,Kaval Byrasandra,1020.0,2.0,52.0,2.0
734,Sarjapur,1185.0,2.0,47.0,2.0
735,Ramagondanahalli,1235.0,2.0,52.04,2.0
737,Banashankari,1077.0,2.0,37.64,2.0
738,Kengeri Satellite Town,1415.0,2.0,66.0,3.0
739,EPIP Zone,2330.0,3.0,162.0,3.0
740,Whitefield,805.0,2.0,35.0,2.0
741,other,425.0,1.0,20.03,1.0
742,Whitefield,1155.0,2.0,59.95,2.0
744,Anekal,656.0,2.0,22.0,2.0
745,other,1100.0,2.0,48.0,2.0
746,Mahadevpura,1150.0,2.0,52.0,2.0
750,Whitefield,2280.0,4.0,126.0,3.0
751,Hegde Nagar,1341.0,2.0,97.0,2.0
752,Jakkur,1279.0,2.0,77.0,2.0
753,Electronic City Phase II,2225.0,4.0,98.88,4.0
754,Thanisandra,1185.0,2.0,43.51,2.0
755,other,1750.0,3.0,85.0,3.0
756,Kudlu,1152.0,2.0,53.5,2.0
758,Hulimavu,1300.0,2.0,36.0,2.0
759,Varthur Road,2760.0,4.0,155.0,4.0
760,5th Phase JP Nagar,1070.0,2.0,39.0,2.0
761,Uttarahalli,1101.0,2.0,45.0,2.0
762,other,775.0,2.0,55.0,2.0
763,Yeshwanthpur,667.0,1.0,36.85,1.0
764,Electronic City,1070.0,2.0,55.0,2.0
765,Old Airport Road,1875.0,2.0,110.0,3.0
766,Kundalahalli,735.0,2.0,57.99,2.0
767,Sarjapur,4360.0,4.0,90.0,5.0
768,Koramangala,1750.0,3.0,130.0,3.0
769,Marathahalli,1215.0,2.0,67.0,2.0
771,Vishwapriya Layout,820.0,2.0,30.0,2.0
772,Banashankari Stage VI,1177.5,2.0,59.935,2.0
773,Battarahalli,1779.0,3.0,89.61,3.0
774,other,1105.0,2.0,58.0,2.0
776,Whitefield,1650.0,3.0,60.0,3.0
778,Hosakerehalli,2376.0,3.0,203.0,3.0
779,Cox Town,1975.0,3.0,150.0,3.0
780,Kammasandra,674.0,2.0,33.0,2.0
781,Kaggadasapura,1185.0,2.0,41.0,2.0
782,Thanisandra,445.0,1.0,28.0,1.0
784,HSR Layout,1475.0,3.0,75.0,3.0
785,Gottigere,1618.0,3.0,82.5,3.0
786,Koramangala,1120.0,2.0,65.0,2.0
787,Marathahalli,2181.0,3.0,152.0,4.0
788,Vidyaranyapura,1200.0,4.0,90.0,4.0
790,Bannerghatta Road,1556.0,2.0,59.13,3.0
791,Bannerghatta Road,1179.0,2.0,66.02,2.0
792,Thanisandra,1296.0,2.0,83.0,2.0
793,Kaggadasapura,1275.0,2.0,52.0,2.0
795,Kathriguppe,1400.0,2.0,77.0,3.0
796,Gottigere,1222.0,2.0,63.0,2.0
797,Electronic City,940.0,2.0,41.0,2.0
798,Thanisandra,1185.0,2.0,42.6,2.0
799,Tumkur Road,1779.0,3.0,112.0,3.0
800,Begur Road,1615.0,3.0,59.76,3.0
801,JP Nagar,4624.5,2.0,453.0,4.0
802,Haralur Road,1056.0,2.0,61.0,2.0
803,7th Phase JP Nagar,1100.0,2.0,46.0,2.0
804,Arekere,920.0,2.0,40.0,2.0
805,other,1602.0,2.0,75.0,3.0
806,Padmanabhanagar,1176.0,2.0,62.0,2.0
808,other,1352.0,3.0,135.0,3.0
809,Kasavanhalli,1717.0,3.0,99.0,3.0
811,Bhoganhalli,2119.0,4.0,111.0,4.0
812,Vittasandra,1246.0,2.0,67.3,2.0
813,Anandapura,1141.0,2.0,42.79,2.0
814,Hennur Road,1157.0,2.0,84.0,2.0
815,Chandapura,1025.0,2.0,27.68,2.0
816,Yelahanka New Town,650.0,1.0,33.0,1.0
817,Hebbal,1349.0,2.0,98.0,2.0
818,Narayanapura,1566.0,3.0,83.3,3.0
819,Sahakara Nagar,2830.0,3.0,195.0,4.0
820,Electronic City,1320.0,2.0,38.13,3.0
821,other,1780.0,3.0,84.83,3.0
822,Varthur,1091.0,2.0,34.9,2.0
823,Rachenahalli,3670.0,4.0,300.0,4.0
824,7th Phase JP Nagar,918.0,2.0,50.49,2.0
825,Yeshwanthpur,1950.0,4.0,130.0,4.0
826,Panathur,1695.0,3.0,90.0,3.0
827,Yelahanka,1705.0,3.0,95.0,3.0
828,Kalyan nagar,1375.0,3.0,75.0,3.0
829,Kanakpura Road,525.0,1.0,30.0,1.0
830,Whitefield,1447.0,2.0,83.0,2.0
831,Thanisandra,1114.0,2.0,39.0,2.0
832,7th Phase JP Nagar,1450.0,2.0,100.0,3.0
834,Vasanthapura,1022.0,2.0,40.0,2.0
835,Hebbal,1000.0,2.0,45.0,2.0
836,Electronic City,1128.0,2.0,68.75,2.0
837,Kanakpura Road,1180.0,2.0,57.0,2.0
841,Kanakpura Road,1339.0,2.0,75.0,2.0
842,Yelachenahalli,1400.0,2.0,55.0,3.0
843,7th Phase JP Nagar,1040.0,2.0,39.52,2.0
844,Kadugodi,1198.0,2.0,58.0,2.0
845,other,1200.0,3.0,95.0,4.0
846,Sarjapur  Road,1691.0,3.0,113.0,3.0
847,Bisuvanahalli,1075.0,3.0,36.0,3.0
849,8th Phase JP Nagar,1240.0,3.0,43.5,3.0
850,Bannerghatta Road,1122.5,2.0,58.935,2.0
851,Mallasandra,1665.0,3.0,86.58,3.0
852,Marathahalli,2489.0,3.0,94.0,3.0
853,Brookefield,1142.0,2.0,70.0,2.0
854,other,1976.0,3.0,184.0,3.0
855,other,5500.0,4.0,600.0,4.0
856,Kothannur,1853.0,3.0,82.0,3.0
858,Kasturi Nagar,1567.0,2.0,92.0,2.0
859,Talaghattapura,1090.0,2.0,27.24,2.0
862,Electronics City Phase 1,1175.0,2.0,51.47,2.0
863,Subramanyapura,1200.0,2.0,52.0,2.0
864,Kodichikkanahalli,995.0,2.0,41.0,2.0
865,Magadi Road,884.0,2.0,41.1,2.0
867,Yeshwanthpur,1170.0,2.0,57.0,2.0
868,KR Puram,1225.0,2.0,46.55,2.0
869,Electronic City,1342.0,2.0,73.3,2.0
870,Uttarahalli,1345.0,2.0,67.0,2.0
871,Kodigehaali,1320.0,3.0,65.0,3.0
873,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2.0
874,Battarahalli,1300.0,2.0,50.0,2.0
875,Hosa Road,1652.0,3.0,85.0,3.0
876,Thigalarapalya,2072.0,4.0,142.0,3.0
877,Arekere,1740.0,2.0,95.0,3.0
878,Electronic City,1360.0,2.0,71.0,3.0
879,Hosur Road,1145.0,2.0,60.0,3.0
880,Uttarahalli,1540.0,2.0,40.0,3.0
881,Sarjapur  Road,1278.0,2.0,95.0,2.0
882,Electronic City Phase II,630.0,1.0,40.0,1.0
883,Kanakpura Road,1100.0,3.0,58.0,3.0
884,other,1200.0,3.0,95.0,3.0
885,other,2500.0,6.0,115.0,7.0
886,Chandapura,582.5,1.0,15.135,1.0
887,Chandapura,1015.0,2.0,25.88,2.0
888,Hosur Road,3300.0,5.0,240.0,5.0
889,Basaveshwara Nagar,4500.0,5.0,415.0,5.0
890,Gunjur,1356.0,2.0,66.0,3.0
891,other,823.0,2.0,28.0,2.0
892,TC Palaya,1200.0,2.0,66.0,3.0
893,Ramamurthy Nagar,1050.0,2.0,37.0,2.0
894,other,1180.0,2.0,69.0,2.0
895,Whitefield,1116.0,2.0,51.91,2.0
896,7th Phase JP Nagar,1070.0,2.0,42.79,2.0
897,Varthur,1385.0,2.0,80.0,2.0
898,Varthur,1000.0,1.0,70.0,1.0
899,Whitefield,1897.0,3.0,130.0,3.0
900,Magadi Road,1005.0,2.0,55.78,2.0
901,Green Glen Layout,1575.0,3.0,125.0,3.0
902,Subramanyapura,975.0,2.0,65.0,2.0
903,Hennur Road,1904.0,3.0,120.0,3.0
904,Kengeri Satellite Town,930.0,1.0,30.0,1.0
905,Kanakpura Road,525.0,1.0,26.0,1.0
906,other,686.0,1.0,17.0,1.0
907,Electronic City Phase II,2400.0,3.0,150.0,2.0
909,Sarjapur  Road,2238.0,3.0,140.0,3.0
910,Harlur,1174.0,2.0,69.0,2.0
911,Thubarahalli,3800.0,4.0,239.0,4.0
912,Whitefield,2225.0,2.0,125.0,3.0
914,Jigani,918.0,2.0,52.0,2.0
915,Mahadevpura,1250.0,2.0,52.0,2.0
916,Sarjapur  Road,1800.0,3.0,110.0,3.0
917,Marathahalli,1170.0,2.0,53.0,2.0
919,Bannerghatta Road,793.0,2.0,45.0,2.0
920,Jakkur,1710.0,3.0,107.0,3.0
921,Kambipura,1082.0,2.0,57.5,3.0
922,other,1001.0,2.0,33.03,2.0
924,Yelahanka,1590.0,2.0,54.0,3.0
925,other,2400.0,2.0,80.0,3.0
926,Horamavu Banaswadi,1554.0,3.0,55.0,3.0
927,Thanisandra,1142.5,2.0,43.415,2.0
928,Bellandur,4239.0,5.0,423.0,5.0
929,Konanakunte,884.0,1.0,58.0,2.0
931,Marathahalli,1019.0,2.0,49.86,2.0
932,Ambedkar Nagar,1935.0,4.0,130.0,3.0
933,Uttarahalli,1135.0,2.0,39.73,3.0
934,Lakshminarayana Pura,1680.0,3.0,150.0,3.0
935,Hebbal,2470.0,5.0,247.0,4.0
936,1st Phase JP Nagar,2825.0,4.0,250.0,4.0
939,Ramamurthy Nagar,1800.0,4.0,187.0,5.0
940,Kasavanhalli,1799.0,3.0,90.0,3.0
941,Whitefield,4348.5,2.0,304.0,4.0
942,Attibele,400.0,1.0,11.0,1.0
943,Kundalahalli,1047.0,2.0,82.0,2.0
944,other,1282.0,2.0,87.0,2.0
945,NGR Layout,1020.0,2.0,45.9,2.0
947,Whitefield,1495.0,2.0,79.5,2.0
948,Kasavanhalli,3260.0,4.0,240.0,4.0
949,other,1611.0,2.0,64.44,3.0
951,other,1500.0,2.0,95.0,3.0
952,Sahakara Nagar,1500.0,2.0,95.0,3.0
953,Yelahanka,3206.0,5.0,270.0,4.0
954,Uttarahalli,1540.0,3.0,50.0,3.0
955,Hosa Road,1639.0,3.0,80.0,3.0
957,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2.0
959,Kammasandra,657.5,1.0,18.41,1.0
960,Chandapura,1305.0,3.0,33.28,3.0
963,Brookefield,1440.0,2.0,68.0,3.0
964,Seegehalli,901.0,2.0,35.14,2.0
966,Sarjapur,900.0,2.0,42.0,3.0
967,BEML Layout,1060.0,2.0,55.0,2.0
968,NGR Layout,1020.0,2.0,48.45,2.0
969,Varthur,1535.0,3.0,65.99,3.0
970,other,530.0,1.0,20.0,1.0
971,Haralur Road,1464.0,3.0,56.0,3.0
972,other,1350.0,2.0,80.0,2.0
973,Sarjapur  Road,1115.0,2.0,50.0,2.0
974,Uttarahalli,1175.0,2.0,47.0,2.0
975,Whitefield,1113.0,2.0,62.0,2.0
978,Giri Nagar,650.0,2.0,42.0,2.0
979,Marathahalli,1325.0,2.0,71.55,2.0
980,Electronics City Phase 1,950.0,2.0,31.0,2.0
981,Jakkur,1396.0,2.0,86.51,3.0
982,Rachenahalli,1050.0,2.0,52.07,2.0
983,Thanisandra,1825.0,3.0,100.0,3.0
984,7th Phase JP Nagar,1190.0,2.0,49.98,2.0
985,Marathahalli,1220.0,2.0,56.5,2.0
986,NRI Layout,1565.0,2.0,75.0,3.0
987,Hennur Road,1891.0,3.0,109.0,3.0
988,other,900.0,2.0,27.0,2.0
989,Hosa Road,1161.0,2.0,55.15,2.0
990,Sarjapur,649.5,1.0,17.535,1.0
991,other,2400.0,6.0,125.0,8.0
993,Yeshwanthpur,665.0,1.0,36.85,1.0
994,Mysore Road,1175.0,2.0,73.5,2.0
995,Hoodi,1425.0,2.0,80.0,2.0
996,Chikkabanavar,1200.0,1.0,20.0,1.0
997,ITPL,1200.0,3.0,56.12,3.0
998,Somasundara Palya,1255.0,2.0,67.0,2.0
999,Hegde Nagar,2112.95,4.0,145.0,3.0
1000,Raja Rajeshwari Nagar,600.0,1.0,22.0,1.0
1001,Haralur Road,1810.0,3.0,100.0,3.0
1002,Indira Nagar,1200.0,2.0,93.0,2.0
1003,Harlur,1033.0,2.0,49.0,2.0
1004,ITPL,1548.0,3.0,89.5,3.0
1005,Horamavu Banaswadi,1611.0,3.0,66.0,3.0
1006,Electronic City Phase II,1400.0,2.0,40.43,3.0
1007,Vidyaranyapura,1485.0,2.0,67.0,3.0
1008,Margondanahalli,2400.0,2.0,82.0,2.0
1009,Pattandur Agrahara,1025.0,2.0,44.5,2.0
1011,other,1225.0,2.0,53.0,2.0
1012,5th Phase JP Nagar,1256.0,2.0,62.8,2.0
1013,Whitefield,2268.0,3.0,163.0,4.0
1014,Kanakpura Road,1100.0,3.0,53.0,3.0
1015,other,1141.0,2.0,62.0,2.0
1016,Attibele,400.0,1.0,12.0,1.0
1017,Chandapura,1400.0,2.0,60.0,2.0
1018,other,4100.0,7.0,140.0,7.0
1021,other,1175.0,2.0,48.27,2.0
1022,Sahakara Nagar,1100.0,2.0,56.0,2.0
1023,Kanakpura Road,1843.0,3.0,95.84,3.0
1025,Horamavu Banaswadi,1460.0,2.0,80.5,2.0
1026,Rachenahalli,1530.0,2.0,74.5,3.0
1027,HSR Layout,1467.0,2.0,55.0,2.0
1028,other,950.0,1.0,40.0,1.0
1029,Vittasandra,1246.0,2.0,64.5,2.0
1030,Kanakapura,711.0,1.0,38.0,1.0
1031,Haralur Road,1194.0,2.0,46.0,2.0
1032,Babusapalaya,1358.0,2.0,43.4,3.0
1034,Hoodi,1420.0,2.0,75.0,2.0
1035,Kathriguppe,1250.0,2.0,68.75,3.0
1036,Akshaya Nagar,1280.0,2.0,58.0,2.0
1037,other,1209.0,2.0,50.0,2.0
1038,other,4200.0,5.0,225.0,5.0
1040,Panathur,1315.0,2.0,54.8,3.0
1041,other,1800.0,3.0,90.0,3.0
1042,other,1600.0,4.0,125.0,5.0
1043,TC Palaya,1600.0,2.0,65.0,3.0
1045,other,1563.0,3.0,52.0,3.0
1046,Whitefield,1560.0,2.0,72.0,3.0
1047,Brookefield,2169.0,4.0,115.0,3.0
1049,Rachenahalli,1050.0,2.0,55.5,2.0
1050,Iblur Village,3235.0,3.0,235.0,3.0
1051,TC Palaya,1200.0,3.0,66.0,3.0
1052,HSR Layout,1140.0,2.0,46.0,2.0
1054,Horamavu Agara,1560.0,3.0,75.0,3.0
1055,JP Nagar,1100.0,2.0,70.0,2.0
1056,Kasavanhalli,1260.0,2.0,40.32,3.0
1057,Hebbal,1036.0,2.0,50.0,2.0
1058,Akshaya Nagar,1662.0,3.0,85.1,3.0
1059,Yelachenahalli,1464.0,2.0,105.0,3.0
1060,Yelahanka,1234.0,2.0,80.0,2.0
1061,Sarjapur  Road,1403.0,3.0,55.0,3.0
1064,Seegehalli,1150.0,2.0,42.9,3.0
1065,Hebbal,3900.0,4.0,410.0,4.0
1067,Kanakapura,929.0,2.0,46.0,2.0
1069,TC Palaya,1350.0,2.0,75.0,3.0
1070,Vasanthapura,1135.0,2.0,39.73,2.0
1071,other,1405.0,2.0,70.0,2.0
1072,Whitefield,1200.0,2.0,45.84,2.0
1073,Haralur Road,2805.0,4.0,154.0,4.0
1074,Yeshwanthpur,1161.0,2.0,64.08,2.0
1075,Kanakpura Road,1290.0,2.0,74.0,2.0
1076,Yeshwanthpur,2557.0,3.0,141.0,3.0
1077,other,1480.0,3.0,90.0,3.0
1079,Old Madras Road,1350.0,3.0,54.54,3.0
1080,Kadugodi,1580.0,2.0,65.0,3.0
1081,Banashankari,1470.0,2.0,88.64,3.0
1082,Ananth Nagar,500.0,1.0,14.0,1.0
1083,Sarjapur  Road,1346.0,2.0,61.92,2.0
1084,other,1600.0,3.0,90.0,3.0
1088,other,1200.0,2.0,35.0,2.0
1089,Channasandra,1340.0,2.0,48.33,3.0
1090,Devanahalli,6136.0,4.0,560.0,4.0
1091,Jigani,918.0,2.0,48.0,2.0
1092,other,1500.0,3.0,115.0,3.0
1093,Yelahanka,1315.0,2.0,85.0,2.0
1095,Uttarahalli,1390.0,2.0,62.55,3.0
1096,Uttarahalli,1330.0,2.0,56.0,3.0
1097,Jalahalli,3100.0,4.0,265.0,5.0
1098,other,1824.0,3.0,125.0,3.0
1099,7th Phase JP Nagar,1420.0,2.0,96.0,3.0
1100,other,750.0,1.0,56.25,1.0
1101,Jalahalli East,1260.0,2.0,60.0,3.0
1102,Hennur Road,1561.0,3.0,95.0,3.0
1104,other,1060.0,2.0,42.0,2.0
1106,Haralur Road,1225.0,2.0,67.38,2.0
1107,Thanisandra,2144.0,3.0,135.0,3.0
1109,Electronic City,880.0,2.0,29.0,2.0
1110,Hoodi,1639.0,3.0,110.0,3.0
1111,Thanisandra,1240.0,2.0,62.0,3.0
1112,Kanakpura Road,1500.0,2.0,69.0,2.0
1113,Haralur Road,1243.0,2.0,46.0,2.0
1114,Marathahalli,1575.0,3.0,78.0,3.0
1115,Haralur Road,1027.0,2.0,44.0,2.0
1116,Kambipura,1082.0,2.0,56.0,3.0
1117,Konanakunte,1637.0,3.0,73.0,3.0
1118,Kanakpura Road,1665.0,3.0,86.58,3.0
1119,Electronic City,1265.0,2.0,56.93,2.0
1120,Electronic City,1691.0,2.0,102.0,3.0
1121,Thanisandra,1100.0,2.0,38.0,2.0
1123,other,1500.0,3.0,62.0,3.0
1125,Kammanahalli,1666.0,4.0,150.0,5.0
1126,Choodasandra,1115.0,2.0,50.0,2.0
1127,Mysore Road,1070.0,2.0,45.0,2.0
1129,Budigere,1162.0,2.0,57.0,2.0
1130,other,1339.0,2.0,55.0,2.0
1131,Mahadevpura,1192.0,2.0,75.0,2.0
1132,Haralur Road,1920.0,3.0,115.0,3.0
1133,Hennur,1255.0,2.0,52.32,2.0
1135,other,1600.0,3.0,75.0,3.0
1136,other,1225.0,2.0,55.11,2.0
1137,Whitefield,2400.0,4.0,200.0,4.0
1138,Kasturi Nagar,1570.0,3.0,80.0,3.0
1139,Thanisandra,1093.0,2.0,70.0,2.0
1140,Basaveshwara Nagar,1865.0,3.0,145.0,3.0
1142,Kaikondrahalli,1039.0,2.0,80.0,2.0
1143,Vittasandra,1246.0,2.0,64.5,2.0
1144,Whitefield,1985.0,3.0,75.0,3.0
1145,Hosakerehalli,1590.0,3.0,49.0,3.0
1147,Electronic City Phase II,775.0,2.0,38.0,2.0
1148,other,1000.0,2.0,50.0,2.0
1149,Hebbal Kempapura,1800.0,3.0,175.0,3.0
1150,Bommasandra,1035.0,2.0,41.0,2.0
1151,Dasarahalli,1520.0,2.0,75.0,3.0
1152,Whitefield,1360.0,2.0,95.0,2.0
1153,other,6000.0,5.0,400.0,4.0
1154,Kodigehaali,1117.0,2.0,56.0,2.0
1155,KR Puram,1200.0,4.0,120.0,4.0
1156,EPIP Zone,1330.0,2.0,92.5,2.0
1157,Marathahalli,1937.0,3.0,160.0,3.0
1158,Electronic City,1128.0,2.0,65.49,2.0
1159,Neeladri Nagar,1053.0,2.0,45.0,2.0
1160,Panathur,1198.0,2.0,77.0,2.0
1161,Marathahalli,1152.0,2.0,56.0,2.0
1163,Frazer Town,1625.0,2.0,75.0,2.0
1164,Kundalahalli,1397.0,3.0,105.0,3.0
1166,Kambipura,883.0,2.0,45.0,2.0
1167,Kaggalipura,700.0,1.0,38.0,1.0
1168,Yelahanka,1170.0,2.0,62.5,2.0
1169,Kanakpura Road,1200.0,2.0,42.0,3.0
1170,other,2400.0,3.0,170.0,3.0
1171,other,1480.0,2.0,65.0,2.0
1172,Akshaya Nagar,1897.0,3.0,120.0,3.0
1173,Rachenahalli,996.0,2.0,67.0,2.0
1174,Haralur Road,1875.0,3.0,110.0,3.0
1175,other,1500.0,2.0,98.0,3.0
1178,Yelahanka,1450.0,3.0,65.255,3.0
1179,Yelahanka,697.0,1.0,45.0,1.0
1180,Sarjapur  Road,710.0,1.0,27.0,1.0
1181,other,910.0,2.0,30.5,2.0
1182,Sompura,1025.0,2.0,48.0,3.0
1183,Magadi Road,1000.0,2.0,46.5,2.0
1185,Horamavu Agara,1453.0,2.0,46.48,3.0
1186,Sarjapur  Road,3335.0,5.0,300.0,4.0
1187,Thanisandra,971.5,2.0,36.435,2.0
1188,Bellandur,1281.0,2.0,74.0,2.0
1189,Cooke Town,565.0,1.0,35.0,1.0
1190,Varthur,1024.0,2.0,42.0,2.0
1191,Electronic City,1620.0,3.0,62.0,3.0
1192,Whitefield,1254.0,2.0,40.0,2.0
1193,Banashankari,1300.0,2.0,75.0,3.0
1194,Doddakallasandra,1233.0,2.0,43.0,2.0
1195,other,1200.0,1.0,28.0,1.0
1196,Hosur Road,1510.0,2.0,105.0,3.0
1197,Kaggalipura,950.0,2.0,65.0,2.0
1198,Battarahalli,1945.0,3.0,97.42,3.0
1199,Uttarahalli,1008.0,2.0,45.0,2.0
1200,Thanisandra,1265.0,2.0,79.0,3.0
1201,Hebbal,1255.0,2.0,77.68,3.0
1202,Kanakpura Road,2689.0,6.0,220.0,4.0
1203,Yelenahalli,1200.0,2.0,46.17,2.0
1204,Sarjapur  Road,1403.0,3.0,51.63,3.0
1205,Kudlu Gate,1535.0,3.0,85.0,3.0
1206,other,1500.0,3.0,100.0,3.0
1207,Chamrajpet,1475.0,2.0,120.0,3.0
1208,Uttarahalli,1390.0,2.0,60.47,3.0
1209,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3.0
1210,other,1133.0,2.0,55.0,2.0
1211,other,1560.0,5.0,145.0,5.0
1212,other,2900.0,5.0,90.0,5.0
1213,Kogilu,1170.0,2.0,51.99,2.0
1215,Whitefield,1697.0,3.0,94.79,3.0
1216,Thanisandra,1651.0,3.0,97.38,3.0
1218,Hennur Road,1192.0,2.0,60.0,3.0
1219,OMBR Layout,1078.0,2.0,65.0,2.0
1221,Kasavanhalli,1349.0,2.0,78.0,2.0
1223,7th Phase JP Nagar,1680.0,3.0,120.0,3.0
1224,Rayasandra,1314.0,2.0,63.0,3.0
1225,Garudachar Palya,1060.0,2.0,48.7,2.0
1226,Kalyan nagar,820.0,2.0,39.0,2.0
1227,Whitefield,5000.0,4.0,400.0,4.0
1228,BEML Layout,2000.0,3.0,85.0,3.0
1229,other,856.0,2.0,40.0,2.0
1230,Rajaji Nagar,1621.0,4.0,130.0,3.0
1231,ITPL,1200.0,3.0,68.4,3.0
1232,Bannerghatta Road,1484.0,3.0,52.5,3.0
1234,other,14000.0,3.0,800.0,4.0
1235,Yelahanka New Town,500.0,1.0,20.0,1.0
1236,other,485.0,1.0,15.0,1.0
1237,7th Phase JP Nagar,1050.0,2.0,42.0,2.0
1238,Uttarahalli,1617.0,3.0,66.68,3.0
1240,other,1384.0,3.0,62.28,3.0
1241,Devanahalli,1408.0,2.0,85.0,2.0
1242,Uttarahalli,1150.0,2.0,49.0,2.0
1243,Akshaya Nagar,1410.0,2.0,75.0,3.0
1244,Kaggadasapura,2150.0,4.0,100.0,4.0
1247,other,1508.0,3.0,70.25,3.0
1248,Ramamurthy Nagar,1040.0,2.0,50.0,2.0
1249,TC Palaya,1240.0,2.0,60.0,2.0
1250,Kudlu Gate,1535.0,3.0,78.0,3.0
1251,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
1252,Abbigere,2200.0,6.0,68.0,6.0
1253,Bannerghatta Road,1400.0,2.0,78.0,2.0
1254,Raja Rajeshwari Nagar,500.0,1.0,25.0,1.0
1255,Whitefield,4800.0,4.0,525.0,4.0
1256,Sarjapur  Road,1984.0,4.0,146.0,3.0
1257,Whitefield,3000.0,5.0,250.0,4.0
1258,Garudachar Palya,1960.0,3.0,160.0,3.0
